disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
3481,,,,,,,,,,,b309385fd9a3b38cecc8ab38af7adbf09f459423,2023-03-18T13:22:12.883Z,307dfeac-c022-4deb-b4d1-43028fc719cb
3482,,,,,,,,,,,60b15cef778a6d263a0727ec231593701ae6632b,2023-03-18T13:22:12.883Z,ca37159b-2e79-4306-91a7-7f83e76345fc
3483,,,,,,,,,,,a1a94fc2eb59167faca5b14395269fe9bd050849,2023-03-18T13:22:12.883Z,db2308ce-51f3-451d-ae58-44d9baa8118d
3485,,,,,,,,,,,1c7f97e373446fc63622e7b81c76be735d705172,2023-03-18T13:22:12.883Z,513a7894-b438-4c41-975e-40e5f81b8ffd
3487,,,,,,,,,,,66b0d4eef03f5612dd00957b350e025e5eb40adb,2023-03-18T13:22:12.883Z,9e97d7e9-8c16-4ca6-a69f-092d9fcf6d89
3491,,,,,,,,,,,b915eba9d3577dff511369cd37819a4996b6d492,2023-03-18T13:22:12.883Z,de34657d-b6a3-4706-9cec-8d323f9aeffd
3492,,,,,,,,,,,5f740afff1483313e1351600effe83a6cb31a1b9,2023-03-18T13:22:12.883Z,0df2950b-44ea-42a8-a227-51645ce5d99d
3493,,,,,,,,,,,0260b009c6ec4affd53cedd09fdf4576295a3221,2023-03-18T13:22:12.883Z,013e1c83-0935-412b-a7e8-d74ffa782b46
3494,,,,,,,,,,,60f90d6df7ab67057ca626c9189f9da56d4ce12a,2023-03-18T13:22:12.883Z,45d54ea4-159f-498f-b126-5cac9fe52381
3499,,,,,,,,,,,a4270dfc58a2fea772545fcbaaade1b4e2cf74e5,2023-03-18T13:22:12.883Z,52cbb100-b223-4a9e-bff0-cdb4c8a43dbf
3500,,,,,,,,,,,fd14a43c6fda2366ae00195df5785350e10310b1,2023-03-18T13:22:12.883Z,7752b74d-716b-404d-a2f7-ece972b5c7dc
3501,,,,,,,,,,,0347a75a5e99cfd2782419ac0f41a3ebb9651afd,2023-03-18T13:22:12.883Z,ac46826b-ef3f-4aa4-b4f5-0eb5c569d98b
3502,,,,,,,,,,,02e3ea19632caf34ad487966e365e71a533db7dc,2023-03-18T13:22:12.883Z,4ff1c80a-7a93-4a31-9d3d-c90e1b3a2bd9
3508,,,,,,,,,,,1bfeeca9d5284d5d4f8b93aba556a5a9d09dd3f9,2023-03-18T13:22:12.883Z,519c3c97-cc4a-4beb-aae6-a775d71e1e12
3509,,,,,,,,,,,641ff23eadfb9a04eb98fac74d771cf0f16b404d,2023-03-18T13:22:12.883Z,7079a1ea-ab13-47e5-baa0-879d0f2e6a22
3510,,,,,,,,,,,53c0e7c31baa049e8f4a7791593e92e0625ba51a,2023-03-18T13:22:12.883Z,493817e8-49d2-443d-b5b4-59613e5529f2
3511,,,,,,,,,,,57fe2e35ed89d8593d9b0f51ac2da8fcc95a350e,2023-03-18T13:22:12.883Z,3496efef-abd7-4202-bd67-2b8fd98f7892
3512,,,,,,,,,,,097c6edb706d84aab2784697738d7369f7f62896,2023-03-18T13:22:12.883Z,da89a516-4e7e-4d38-9588-d25b6a9cce60
3513,,,,,,,,,,,09267d4e9734669290c92e6c3ada4ec8af18a754,2023-03-18T13:22:12.883Z,926fbb3f-f556-4a5a-82a9-318db487a7b1
3514,,,,,,,,,,,f74bf8b54b294aa30cecd9feaafb3a8266254568,2023-03-18T13:22:12.883Z,10d4f2ce-cafd-43ab-86c3-e8c1805f70fe
3516,,,,,,,,,,,9f027a3dbf76aacc2d0052a7ad1b3cb7a90644c9,2023-03-18T13:22:12.883Z,2ebad9bd-9ddd-4ed5-8907-737c02c2c744
3517,,,,,,,,,,,58218d165082e230bccc00bda27ffc09efc2934b,2023-03-18T13:22:12.883Z,6cddfd37-ef78-441f-a614-7c8a186ac8f0
3519,,,,,,,,,,,03cbb48ef060f9c8695d6a746e80c9be971682a1,2023-03-18T13:22:12.883Z,195c11cb-e356-4d7f-8aae-875a0cf3b304
3520,,,,,,,,,,,37f65325338989949f69289e21131d68c09e99c4,2023-03-18T13:22:12.883Z,c304439e-3586-4c82-ab98-5b078b13e58e
3522,,,,,,,,,,,d9cac13f100d12f01d644be149ca74f17ff686b7,2023-03-18T13:22:12.883Z,754b4bd9-db58-40e5-bd48-6e5cc78a9bf1
3524,,,,,,,,,,,3e6c9d1b7528c872ace75b3b0e3287582686a73d,2023-03-18T13:22:12.883Z,e306adc3-0690-4095-b5d3-4c030961ebcb
3525,,,,,,,,,,,32f6f502121af0c9fadc3183d25e04dcc99f2536,2023-03-18T13:22:12.883Z,3674bcb3-f1e0-4248-a7c8-259e9778d7ce
3531,,,,,,,,,,,0393ceaa7472da6a74cf22df32f1970add9096be,2023-03-18T13:22:12.883Z,92a7d0c5-c748-4b18-9e9d-1bbac1dddfb4
3532,,,,,,,,,,,f9c091b4f071fe49691d9ed271bba260ceb7cc8d,2023-03-18T13:22:12.883Z,036c09d3-a2df-44c2-9fb0-c9ec4c5b4cb6
3534,,,,,,,,,,,58e40fcbc409e3052d1a1f93f5676d0175bad171,2023-03-18T13:22:12.883Z,89826852-4c32-45f1-bbc0-bf87e04ff3ea
3535,,,,,,,,,,,f4bf6a893568bfc86175406fa2b3554a7e2bfb28,2023-03-18T13:22:12.883Z,3ffff4b0-d199-49ed-8095-04c69176a232
3536,,,,,,,,,,,e2a4373e65b9ceae9d8f96e80cf76717860432e8,2023-03-18T13:22:12.883Z,373ac6c2-abe7-4970-8f45-53f6a18ee403
3537,,,,,,,,,,,30cf03c04d7dff86893e8fb431bbadd0bdea94cf,2023-03-18T13:22:12.883Z,2106fa75-e057-49e8-a0dd-d66464220b10
3538,,,,,,,,,,,214f01af75c595cd2b3769a0a65aa3393b4c1a70,2023-03-18T13:22:12.883Z,9dacb1c1-ef9e-432d-afda-fa11128a5a70
3541,,,,,,,,,,,e53837ffab5298d26eac2958d21b5f0e19b69047,2023-03-18T13:22:12.883Z,e99ce359-e093-4528-b2a5-c86cd59ea9c7
3542,,,,,,,,,,,8ca33d70bc3a710e2135870c1671c5f25ae3a142,2023-03-18T13:22:12.883Z,fb1f6dd6-4c7b-4810-9698-bf7bbf4a7f24
3546,,,,,,,,,,,a221e436fcdd71a07b9f8687b7980ea1af1a675d,2023-03-18T13:22:12.883Z,4545441f-42ed-42cf-a288-862a0e438fe2
3547,,,,,,,,,,,7df67c56efe3d6640e19e11bf336af9f3d0343c7,2023-03-18T13:22:12.883Z,48d0f800-72c2-4e73-9eba-2951c99c13a3
3549,,,,,,,,,,,8b6554b1667f79f7d9ed3c6f05a57c7eb5083639,2023-03-18T13:22:12.883Z,006de1f6-3207-4060-b2f2-42f8f6fcbab9
3552,,,,,,,,,,,6d42840683035c5b08a635597d8feeb96e396d3b,2023-03-18T13:22:12.883Z,11ba12ab-6be9-4650-98ad-7c5cc5d87aba
3554,,,,,,,,,,,49fbe7d62742e843800f2ba1c28122c2cb93fee6,2023-03-18T13:22:12.883Z,fa83863e-2841-4a53-88d5-f56cee337d79
3555,,,,,,,,,,,fa1888b291db87892d72e6439e743ab5caeaf8e5,2023-03-18T13:22:12.883Z,8d082780-7f0e-4df9-8a00-7e6909350caa
3556,,,,,,,,,,,0dc114a64ec9a5cc3105facdd1f37d54ae29c99c,2023-03-18T13:22:12.883Z,d4ff3bfb-40ae-4dfc-bca8-4eae96802a96
3558,,,,,,,,,,,f63d5311fdd68fa907029637deb38507d4ad837b,2023-03-18T13:22:12.883Z,aa9d0a90-79b6-434b-a03d-87a43d64217b
3563,,,,,,,,,,,3ad475ba277af3915d157bcafa64a0112b0a7391,2023-03-18T13:22:12.883Z,d0ff0ab3-2086-4511-a8da-93bf8979e150
3565,,,,,,,,,,,9b96b27d274ccefe2de485ecdc6700bf67dfcc5f,2023-03-18T13:22:12.883Z,c91aa99c-7b70-4d22-b686-243f415f4919
3566,,,,,,,,,,,c80f625b516f798a627c931bce35272d0d5726b9,2023-03-18T13:22:12.883Z,2fb28b51-31a7-4f4e-bc15-a25e619dddff
3567,,,,,,,,,,,cc6bf918aec228243efb07a1bffa411977861a36,2023-03-18T13:22:12.883Z,d7e0daee-3cea-44db-8a15-25c9954922f2
3568,,,,,,,,,,,e68d597be1e2fed84e812bf083db3397756a5600,2023-03-18T13:22:12.883Z,543c9ad9-7d81-49e2-a255-9ae21b0a6b0c
3570,,,,,,,,,,,a135b3c4c0387342d27627d092910bc30d3f4bdd,2023-03-18T13:22:12.883Z,0b4c510c-8608-40f8-b9b7-ad2f4ae11e11
3571,,,,,,,,,,,d12b2eaf1e6d463d135171473a7470366650b312,2023-03-18T13:22:12.883Z,2109b00d-f288-4f51-a826-5f7f604cb466
3572,,,,,,,,,,,a568d7817f6fe747189fc8d65a24c8095cb2a227,2023-03-18T13:22:12.883Z,3f910be4-d2e2-492a-8326-51a755a7c3c1
3573,,,,,,,,,,,34a4eb1fe6da56761dc7b2f9dc49bef354cf3f0f,2023-03-18T13:22:12.883Z,8bec464d-b037-4736-a9b6-56fd01ef74da
3575,,,,,,,,,,,3d716814336e78e6bfc4c707a14f65dfb014edc3,2023-03-18T13:22:12.883Z,783a5763-b113-446e-bdee-a31e5aed79bf
3576,,,,,,,,,,,2a776ec414e8faca7c7f85843bab889f2131c3e2,2023-03-18T13:22:12.883Z,910a4469-269f-46df-a9e7-27c7332c068e
3578,,,,,,,,,,,6e92518e931e141c7e04b1e8b92ba7aa68bc13c2,2023-03-18T13:22:12.883Z,39f8a714-1f80-4e3b-981d-a43a1a21be76
3579,,,,,,,,,,,40ac6fb5f76a5be60e87bc5c3e9c6620fc31e86d,2023-03-18T13:22:12.883Z,2fb06668-c3e8-4562-8bc8-671c64e05bdd
3580,,,,,,,,,,,ed836dc11ba61322f93323efa4716430309bc231,2023-03-18T13:22:12.883Z,c7c1f92f-e716-4019-bbfd-5ef10a8a2ebc
3583,,,,,,,,,,,be307bde3af93f23946ee4d9cba88f500205ca03,2023-03-18T13:22:12.883Z,7b3957a3-a882-49b0-a780-60d09958ad2f
3584,,,,,,,,,,,00578801fae96345990142c40bdf7e5bf0f18334,2023-03-18T13:22:12.883Z,f124637e-3c02-4b50-88d3-f6107a15c628
3587,,,,,,,,,,,cc8f06b7f563d1d4687c594a5cb16566fbf70c1d,2023-03-18T13:22:12.883Z,9cdfe3d2-59d5-4fa6-8c7e-3cf643b34d69
3588,,,,,,,,,,,00f9e94ad77d7c666ec050f3d4535f19be077986,2023-03-18T13:22:12.883Z,0c5803cf-8c3b-4605-8cba-2793fc101a5b
3590,,,,,,,,,,,9d33bbdbe90bf128097f87d6e976486906bef9e9,2023-03-18T13:22:12.883Z,087e0d1e-5ef2-4c7f-8273-c90d5458875e
3591,,,,,,,,,,,1b8291e3ff34d81c80b144c424978dbe4bea9c18,2023-03-18T13:22:12.883Z,6d440e3f-9bda-488c-9be8-f5e64a6c7b52
3592,,,,,,,,,,,e366e84880fca5f389dba35f9f08031322aeb184,2023-03-18T13:22:12.883Z,b94ca91d-54d7-4a59-a040-bdee57e1973c
5278,,,,,,,,,,1237788,687a33c32c2077f9002636e5df6f65818acc53b2,2023-10-04T22:03:46.024Z,e9b83235-2e4a-4df5-b75e-17afc9770271
4748,,,,,,,,,,0,218a643f5926b060d60920b03696f3509ef8fb3e,2023-11-15T00:04:33.019Z,a406a0bf-0be8-4ad6-8df1-ecb8ef2ffd4c
3596,,,,,,,,,,,0a80259ef08389e8f2094eada63eb533a04c4b27,2023-08-28T23:03:41.385Z,a383f3ad-fb5d-4df8-949a-dd912641402b
4733,,,,,,,,,,0,200d90e27fa0c9092e478df75ad6b51fe67c5896,2023-08-28T23:03:41.385Z,31d86aea-93b2-4128-9650-2ecd6c9f7103
5484,,,,,,,,,,0,a4647b6e3830bc1846044778a63787e4564ce192,2023-08-28T23:03:41.385Z,95f242b5-209d-4a9c-a771-ccb139e8cb59
5485,,,,,,,,,,0,b0b5e196bd5d280e4b641926ad47354521aa762a,2023-08-28T23:03:41.385Z,8e63468f-78df-4dba-9c1d-3069fe4e8ac0
4623,,,,,,,,,,21920.4,95a0597f9837f780eaf91e5afe0634da3ca15039,2023-03-18T13:22:12.883Z,c1ea0113-ef74-41c1-be02-be9748590b32
4670,,,,,,,,,,0,aa68102cda0c9e2b05bca15efb35f7cf7099b6c8,2023-03-18T13:22:12.883Z,266b917f-ada1-4c7d-89d0-2e2aef9e67e7
5053,,,,,,,,,,0,24011623351e1a5a48c8360127f701c110040ba8,2023-03-18T13:22:12.883Z,810abb71-9890-4570-87e7-bbcc73c2bb12
5115,,,,,,,,,,8689.8,9cd748bf4446212a7a7611816d9dc505aa433aa5,2023-03-18T13:22:12.883Z,dfb83d5e-f382-4acc-ad7c-488a56350062
5118,,,,,,,,,,0,d71f96b15f0962f9ef306a4e03afd3ba1b02eb76,2023-03-18T13:22:12.883Z,21ecfcff-4758-42d8-9736-db45a48f58d0
5119,,,,,,,,,,0,7b647700d7bfbe8c9c496ded5dcaf86a715f641d,2023-03-18T13:22:12.883Z,dcd8367c-9d25-402d-961b-03c8890a1258
5123,,,,,,,,,,0,0c36e59a3db5851e63c901f94567289d48d51f5c,2023-03-18T13:22:12.883Z,46632118-2ed5-4776-b843-231c812694b0
5167,,,,,,,,,,0,153c3ebb704abfcc164f8d7b961e12a249b9bdef,2023-03-18T13:22:12.883Z,87d036c0-cd22-46d3-9aa7-c13ee207dffc
5214,,,,,,,,,,0,9c37834601ec62345b326b3207a8399c40cc83ed,2023-03-18T13:22:12.883Z,6451725e-6951-47f0-b899-5dd2c915ad59
5215,,,,,,,,,,0,4d1c773e21d0449594e1bff8475f53a7865aec2a,2023-03-18T13:22:12.883Z,58ebc364-8335-40d9-a0e3-d36ea0b8bca0
5216,,,,,,,,,,0,1ba389decb61b7136490b87e6470e91ce7efbf1c,2023-03-18T13:22:12.883Z,318f085a-05fb-41e8-8097-79a5353f08a6
5217,,,,,,,,,,0,7c38287fad0e45c1f3b1dd64ae55b9a6b838e368,2023-03-18T13:22:12.883Z,a574b9f5-c6bd-49e5-918a-e54d44a2ee25
5218,,,,,,,,,,0,b9c040729785d429ac7b75002762521581551663,2023-03-18T13:22:12.883Z,3fe5598f-e9e8-4626-95d9-7c3efb69adf3
5219,,,,,,,,,,0,0dcb39f1a832d9747e0daeeeda83b9d7bd568773,2023-03-18T13:22:12.883Z,988b10f9-a353-4f09-8c79-8d7ddb0a998e
5220,,,,,,,,,,0,c81b9a4afee456b326c3148c4bd590815a5f13ca,2023-03-18T13:22:12.883Z,512f240a-69bf-4917-8531-55f716e59c09
5221,,,,,,,,,,0,9e845374c8d46e75b1c506d1ea64bdda0cacf823,2023-03-18T13:22:12.883Z,52572949-3046-4d12-a82f-c2b8a8ba9be2
5222,,,,,,,,,,0,ace3b63cd07d24da25c7da8ec689a22f5553e6df,2023-03-18T13:22:12.883Z,ed575085-3cd0-4c17-97ee-3b2eb12a9afa
5224,,,,,,,,,,0,dcd5e09a90d3674ffe3bfff3e845eda9348edcb1,2023-03-18T13:22:12.883Z,854ef243-5ada-41c1-8736-ec77c6a2b2c5
5240,,,,,,,,,,0,016ec3b15ea4bd5d92eb347e47f6c713a13d5ff1,2023-03-18T13:22:12.883Z,e6b4a979-ff29-49f8-922f-b4ba5c1def5f
5257,,,,,,,,,,0,bd81ab4224d7b04f13927270b8ea4f0dd75da192,2023-03-18T13:22:12.883Z,1a055959-7216-4f64-9d90-64a9bd36e0ee
5277,,,,,,,,,,0,8f27cff892f7bd9675c762014ab3dc5584bb065f,2023-03-18T13:22:12.883Z,123203b7-c07c-4c0b-a4ca-feb3e27c62fc
5279,,,,,,,,,,0,007dc6986869901f30ccbbfc4515fb3f55ac360a,2023-03-18T13:22:12.883Z,6d19d9a7-5496-41cb-9d3d-1619e2e55dca
5280,,,,,,,,,,0,0f438980ec319ecf31acb9624a1982f911bca36a,2023-03-18T13:22:12.883Z,45375b55-4a5f-493e-bd98-64f187045100
5304,,,,,,,,,,1538236.88,27b29abe5d0857da1c2afb5dce131e1f62b009f2,2023-03-18T13:22:12.883Z,2822f604-2416-4f16-814c-c2ed4e80a6d9
5305,,,,,,,,,,0,bea5aa618220c5c1358890a0681e86e4bf6e1439,2023-03-18T13:22:12.883Z,5eb5b24c-9631-4f47-a585-d07182b8f041
5306,,,,,,,,,,0,c55ad87b5cd990c7ec7746c6b89ca8ce2bdd98d3,2023-03-18T13:22:12.883Z,3425d901-2d1b-4650-a0d7-d24f56a4f3a6
5395,,,,,,,,,,1182970.6,28c8678569be11eb2e0a33c38097663c5e542b7d,2023-11-09T20:02:58.776Z,3f7067f0-a9c6-46ef-8c09-e969d317387d
5319,,,,,,,,,,0,e010e087d6e36db3ede6e556108b2141d8045ab6,2023-03-18T13:22:12.883Z,825d2888-282e-402d-bf2c-73cf27512f1d
4750,,,,,,,,,,0,98020ade55fa568e038e3b2966afb61b79f06d01,2023-11-23T00:02:47.130Z,7d43a2e9-5496-4887-b061-f1dd75d960d0
5322,,,,,,,,,,0,bc261eeeb422b76a4e90365604a0b303da286271,2023-03-18T13:22:12.883Z,c82445e0-e159-4575-a3c4-d073a5136b29
5326,,,,,,,,,,0,d29b17b285e688051d90ec216afad823d5112194,2023-03-18T13:22:12.883Z,86421e12-e2d5-4c0e-a646-cec6c36c872a
5328,,,,,,,,,,0,21308eef3a40b2140361653b8532b88789226e56,2023-03-18T13:22:12.883Z,6aec6222-8694-44ec-8ef4-129616d74c62
5329,,,,,,,,,,0,8503d980d5290eaedae1e88d9dea918dadba43c5,2023-03-18T13:22:12.883Z,398f800b-c29b-41ef-a061-24cdf10339f8
5331,,,,,,,,,,0,e13d893499ce98463c49b1d8275b0e5649cfe023,2023-03-18T13:22:12.883Z,36ad2039-7d8b-4e15-9c01-d1a6c89ce5cd
5332,,,,,,,,,,0,567886465728a9efb7d5833ee467eaea4e0e9f08,2023-03-18T13:22:12.883Z,1f54821e-a2dd-40f4-bf57-16600865fa81
5333,,,,,,,,,,0,758a7d181387c2b8e7eb8404766a0588fa8c6702,2023-03-18T13:22:12.883Z,ab805cc4-272a-40b9-9e3a-c209ff71d0d1
5336,,,,,,,,,,0,667a6f3479e7a93cfb9f1e46bfc31862153d6452,2023-03-18T13:22:12.883Z,63b5b638-6ede-4415-84df-9066cde18a62
5338,,,,,,,,,,0,fbdc7293541743356b5bf4ce9c2df570975edc95,2023-03-18T13:22:12.883Z,c2e5aba0-4fd8-4967-b0e4-57a270d36e0c
5339,,,,,,,,,,0,6904658d02725e0925555df3fbad04255a3cf99b,2023-03-18T13:22:12.883Z,01dad6ac-cc89-45c6-b8a4-90006f9785fb
5340,,,,,,,,,,0,d6b6210d76d573483f27bf8f353e0b8d1dba69a3,2023-03-18T13:22:12.883Z,d3cde73a-dbd1-4d92-972a-c696243b5848
5343,,,,,,,,,,0,29ac9ee52cd8ad826a9a2c65f9602afec4e90231,2023-03-18T13:22:12.883Z,8dd66041-6d9b-432f-ad71-a61b9c528ec4
5344,,,,,,,,,,0,585cd3e6cbb43f6e6115fd1f9132ca00ddda89e7,2023-03-18T13:22:12.883Z,02872fbf-6fa7-402e-afb1-bf1c0f08b158
5345,,,,,,,,,,0,4258d9fa42c89544cbca670b32dc222a27e0eb32,2023-03-18T13:22:12.883Z,9e7ebe58-34bb-4625-a9a3-e023a2b69bf9
5346,,,,,,,,,,0,62042ac57c4a54933ca4dc5e506aaf2623fabbe5,2023-03-18T13:22:12.883Z,bd5c6c2d-fd59-4d53-97d2-6f521172fcf4
5348,,,,,,,,,,0,ae7664932d2e2afff7a95e5ff82e9ffdfc13efc4,2023-03-18T13:22:12.883Z,d194dafb-d056-477b-ac88-3ebbc22481e9
5349,,,,,,,,,,0,def4292682bcaff385b5ae611e8f64af5cdc996b,2023-03-18T13:22:12.883Z,ebb77e8a-fdea-47ad-9314-a091a540abee
5350,,,,,,,,,,0,7ba14bb99280d1964aae34f68704b8694398a346,2023-03-18T13:22:12.883Z,b31e15e6-c1fb-4f09-9000-ef27114fce84
5352,,,,,,,,,,0,e0c2ab0b8cb04a9e8b844ce4b56d9352b3c3009e,2023-03-18T13:22:12.883Z,6ee4ed03-5956-4c21-b8f1-2ac63b7effd5
5355,,,,,,,,,,0,71345caa29fb03011a5b69f4ffd7628f9971be77,2023-03-18T13:22:12.883Z,42399302-409e-4d79-aacf-0e8b5e744ac5
5356,,,,,,,,,,0,0f5f0cae9f95485c7c57edee038c97715418328b,2023-03-18T13:22:12.883Z,121c769e-9050-4a56-896c-0a82a393fcfa
5357,,,,,,,,,,0,39daa311b1a03e37a61f65a5b8a7610e66da168f,2023-03-18T13:22:12.883Z,3324000f-8842-4183-88a8-ed5aeda2a240
5361,,,,,,,,,,0,82460c44466cf092abd40835af011ae1b70371bd,2023-03-18T13:22:12.883Z,e1d8a4b4-4ff7-47c7-b69a-bf18710c17c3
5362,,,,,,,,,,0,eb54d24d259dee23b88a08dab454c91302c4c71b,2023-03-18T13:22:12.883Z,c610e9c9-8e71-49d8-90c9-e424ac128103
5363,,,,,,,,,,0,29984c061dd8e065d1291b4ff675cfd34a0cf3e8,2023-03-18T13:22:12.883Z,1f64fd14-5afe-4699-814f-b33eb43c68ea
5366,,,,,,,,,,0,8158695a98ac4220162176724b1ab81a380ff708,2023-03-18T13:22:12.883Z,5cb0da50-5ce6-416c-966a-b6343615cab1
5368,,,,,,,,,,0,2d7c3c5fc4f6edc59d702830cb061cd398055fb9,2023-03-18T13:22:12.883Z,ea90ca2e-6b3d-4d2f-8dbd-0c50ec07b842
3593,,,,,,,,,,,27b65b4eb47d2448921ddd872a39847247f4f01b,2023-05-23T23:02:33.715Z,4b6f00b4-772f-4660-bc54-788ddd9b751a
5371,,,,,,,,,,0,4e5d3956970f33abbbd7189d7817652e990450af,2023-03-18T13:22:12.883Z,660d07ad-0e0a-492f-a192-b02d78d2aa6e
5372,,,,,,,,,,0,aee9c272e85e478ba89e4bd8ea13790989dc2b4c,2023-03-18T13:22:12.883Z,fce177c4-fa17-4821-bf1c-dbef97a3412c
5373,,,,,,,,,,0,e38b38b74e3b99aa0c5dcce0d8e25db4da6f58a3,2023-03-18T13:22:12.883Z,c688e20a-cf20-4fb1-8a34-de295296cb2d
5374,,,,,,,,,,0,7e98156d83b3150c5f0866166847ffd5a0e3ab24,2023-03-18T13:22:12.883Z,6e070c13-c6fb-4464-a095-1ff186e3901b
5375,,,,,,,,,,0,00b7d8a521dcb241ade8107f8d62bbc51f60ebcd,2023-03-18T13:22:12.883Z,0f3ae05e-2a7f-4efb-880d-fc33c5a0b899
5376,,,,,,,,,,0,9ac4da784ddbd25b1b3d50f8bdad32c55e980705,2023-03-18T13:22:12.883Z,ff3adbf8-cd95-4ae9-a144-86db022c2108
5377,,,,,,,,,,0,3cae9a505296221d146037287cc791d89e9e921e,2023-03-18T13:22:12.883Z,3e4d3def-5793-492b-81f2-944048dbb615
5378,,,,,,,,,,965850.65,9ebd74d4640243ec7303c64733ac52d8e2ebe902,2023-03-18T13:22:12.883Z,802ed6b3-600c-4cf5-82a1-bc69a7c7c40e
3594,,,,,,,,,,,991d1d037c283ad497e5d8cdcc317071c2ba297a,2023-05-23T23:02:33.715Z,26ac2b60-4844-465d-818e-7218183ad7fb
5382,,,,,,,,,,0,257041a54baabf3e02011910e76d87aba2e2c163,2023-03-18T13:22:12.883Z,bdc8e52a-7cae-4bf1-bddc-4db652402e78
5386,,,,,,,,,,0,44149e90c2b0abaf52fec6ce5c097610077b9f5b,2023-03-18T13:22:12.883Z,0a492c28-cd13-4aa7-aab0-72b4fd7bce48
5387,,,,,,,,,,0,4564a26e8fb42fc2572ef0bcf5849ec51d4a0339,2023-03-18T13:22:12.883Z,2ccee5f7-4859-40d2-ab55-add34eaab785
5390,,,,,,,,,,0,8c5292feb8a5b839fb3fe9e09d4e6120adb628ad,2023-03-18T13:22:12.883Z,6231b5b5-cac0-4556-ace0-89224071a0ce
5399,,,,,,,,,,0,141cd17ef9f2d89f9cc75aa26e70244475a8050c,2023-03-18T13:22:12.883Z,7eebcdad-ca39-472a-807b-b7c942ef9833
5400,,,,,,,,,,0,2a311aeb0e057536ae21c5585f381c4dc2c390b0,2023-03-18T13:22:12.883Z,53e97295-24e1-46d6-beeb-edec15721a44
5402,,,,,,,,,,0,ec57ab7bb131cd2a60259f03bea1e457a83dae46,2023-03-18T13:22:12.883Z,ea9737fb-e888-42a4-9c2b-14dd67f2c423
5403,,,,,,,,,,0,cf03dd9fe8f997f8f4c564e6fd7460d892447390,2023-03-18T13:22:12.883Z,c44023a1-7814-41ea-b56f-45f36dad6767
5405,,,,,,,,,,0,e99313bcc7a0dec4af556afd590aac060fc53401,2023-03-18T13:22:12.883Z,a8db4766-55ed-479f-afd2-d04a914e3529
5406,,,,,,,,,,0,0800edfbf10c4d7a6821756d0d2834b548bac80e,2023-03-18T13:22:12.883Z,999d7554-4e73-451d-9d0a-b1ef622ec772
5411,,,,,,,,,,0,8395c04b034985f9c8f07943821ac99dacf45801,2023-03-18T13:22:12.883Z,9d3a771c-31e0-438e-bf2a-d2561db1248e
5412,,,,,,,,,,0,d2310c3a96d833466c10da1b06ed3774c8027528,2023-03-18T13:22:12.883Z,00b09f5c-f6da-46b0-9564-c5fd9f55bfa2
5413,,,,,,,,,,0,78faaba97aaca889134a0e395bbc4c47b570b6d9,2023-03-18T13:22:12.883Z,eca1b6ba-8808-4115-a16a-8e8a044efbcc
5414,,,,,,,,,,0,0ffd9bb44c267bfe22198d23fe66ae41527dcc56,2023-03-18T13:22:12.883Z,579858ca-3caf-49ac-9c09-b61175933b5e
5415,,,,,,,,,,0,3c43a2c6e1193677cef813a1163812d6a6c1b7e3,2023-03-18T13:22:12.883Z,f2d54920-6b60-49cc-824d-35895d03a554
5423,,,,,,,,,,0,db863baf1002b7a848a7cdda9cf0a355bc68f91e,2023-03-18T13:22:12.883Z,c8efb963-6c92-4be9-8400-c82514d754c6
5424,,,,,,,,,,0,191e10f3a95724711dc4125b321613144e4b57ec,2023-03-18T13:22:12.883Z,9bb9c93e-d718-41fb-949f-5ca3d7eb6c7f
5428,,,,,,,,,,0,6df66e4844e968fdb4049fde3391da258484f10e,2023-03-18T13:22:12.883Z,7a1912fd-d3f3-4263-8fcf-64b71ece5ff9
5430,,,,,,,,,,0,57e83e524da1879a55817f5faf8dd31022f5fb3f,2023-03-18T13:22:12.883Z,a624fb4a-51d8-4be8-9426-48071289524a
5431,,,,,,,,,,0,8d8f3bf85bc6d7c41c700a5ff8be7b7941012939,2023-03-18T13:22:12.883Z,21a0a2e2-9ebe-4187-b669-56ffb2bb78cc
5432,,,,,,,,,,0,851e53d6c73a32536f93a2975ec0e03ac398c3fe,2023-03-18T13:22:12.883Z,e12c00d6-489a-4379-9392-127d826ed044
5433,,,,,,,,,,0,584a95fc3038704cf3c988c06c9650550271b188,2023-03-18T13:22:12.883Z,d4ff7660-e848-4a75-a7db-6c7148597d8a
5437,,,,,,,,,,0,aa866558407a697b5976b7645fb11588c3859bc6,2023-03-18T13:22:12.883Z,23b6246f-c53d-497a-a4c4-c3b6a575f424
5438,,,,,,,,,,0,28b68d12b9a46bf75b8ab50ee061d759dd6486b5,2023-03-18T13:22:12.883Z,48908a9a-cff3-4b51-ae3b-a81f76053a9f
5442,,,,,,,,,,0,4f7f694038beb95a1c617197ec8cf01fbe18b976,2023-03-18T13:22:12.883Z,7ab49e04-b4ab-4435-9a8e-51e4871ad1e2
5443,,,,,,,,,,0,bc1ee8181aeede7112cf2be0de7a328164f30022,2023-03-18T13:22:12.883Z,055144fd-8815-49d9-8854-bf6daaff2728
